item name,Title,version,item,frame,order,prompt
Vehicle Fire,Vehicle Fire II,unambiguous_uncovered,40,neg,ad,"Gene's car insurance policy includes coverage for ""Vehicle Fire,"" defined as loss or damage as a result of fire to the policy holder's car or audio equipment (while in or on the car)."" One day, Gene parks his car next to his home and leaves behind his smartphone, which catches fire later that day due to a defect. Gene notices and manages to extinguish the fire before it totals the car, but not before the fire destroys several hundred dollars in bills that Gene left next to the phone. Gene files a claim with his insurance company for the loss.  Based on this definition, select your response to the following statement: Gene is not covered by the Vehicle Fire policy. Agree or Disagree? Final answer is:"
Vehicle Fire,Vehicle Fire II,unambiguous_covered,40,neg,ad,"Gene's car insurance policy includes coverage for ""Vehicle Fire,"" defined as loss or damage as a result of fire to the policy holder's car or audio equipment (while in or on the car)."" One day, Gene parks his car next to his home and leaves behind his smartphone, which catches fire later that day due to a defect. Gene notices and manages to extinguish the fire before it totals the car, but not before the fire spreads to one of his car's stereo speakers, which was adjacent to the phone.  Gene files a claim with his insurance company for the loss.  Based on this definition, select your response to the following statement: Gene is not covered by the Vehicle Fire policy. Agree or Disagree? Final answer is:"
Vehicle Fire,Vehicle Fire II,controversial,40,neg,ad,"Gene's car insurance policy includes coverage for ""Vehicle Fire,"" defined as loss or damage as a result of fire to the policy holder's car or audio equipment (while in or on the car)."" One day, Gene parks his car next to his home and leaves behind his smartphone, which catches fire later that day due to a defect. Gene notices and manages to extinguish the fire before it totals the car, but not before the fire spreads to a portable Bluetooth speaker that Gene left next to the phone. Gene files a claim with his insurance company for the loss.  Based on this definition, select your response to the following statement: Gene is not covered by the Vehicle Fire policy. Agree or Disagree? Final answer is:"
Vehicle Fire,Vehicle Fire III,unambiguous_uncovered,41,neg,ad,"Ken's car insurance policy includes coverage for ""Vehicle Fire,"" defined as ""loss or damage to the policy holder's car as a result of fire, lightning or explosion."" One day, Ken parks his car next to his home and leaves a smoldering cigarette butt in his car ashtray. The cigarette butt does not catch fire, but it causes significant smoke damage to the car's interior. Ken files a claim with his insurance company for the damage. Based on this definition, select your response to the following statement: Ken is not covered by the Vehicle Fire policy. Agree or Disagree? Final answer is:"
Vehicle Fire,Vehicle Fire III,unambiguous_covered,41,neg,ad,"Ken's car insurance policy includes coverage for ""Vehicle Fire,"" defined as ""loss or damage to the policy holder's car as a result of fire, lightning or explosion."" One day, Ken parks his car next to his home, and while he is out on a jog his neighbor's home catches fire. The fire spreads to Ken's car, which is subsequently destroyed in the blaze. Ken files a claim with his insurance company for the damage.  Based on this definition, select your response to the following statement: Ken is not covered by the Vehicle Fire policy. Agree or Disagree? Final answer is:"
Vehicle Fire,Vehicle Fire III,controversial,41,neg,ad,"Ken's car insurance policy includes coverage for ""Vehicle Fire,"" defined as ""loss or damage to the policy holder's car as a result of fire, lightning or explosion."" One day, Ken parks his car next to his home and leaves behind his smartphone, which catches fire later that day due to a defect. The fire does not spread to the rest of the car, but it causes significant smoke damage to the car's interior. Ken files a claim with his insurance company for the damage. Based on this definition, select your response to the following statement: Ken is not covered by the Vehicle Fire policy. Agree or Disagree? Final answer is:"
Vehicle Theft,Vehicle Theft IV,unambiguous_uncovered,42,neg,ad,"Hunter's car insurance policy includes coverage for ""Vehicle Theft,"" defined as loss or damage as a result of theft to the policy holder's car or car accessories (while in or on the car)."" Hunter, who lives alone, goes on vacation and leaves his car in his home garage. However, surveillance footage captures a masked assailant breaking into his car and stealing several hundred dollars in bills that Hunter left in the car. Hunter files a claim with his insurance company for the loss.  Based on this definition, select your response to the following statement: Hunter is not covered by the Vehicle Theft policy. Agree or Disagree? Final answer is:"
Vehicle Theft,Vehicle Theft IV,unambiguous_covered,42,neg,ad,"Hunter's car insurance policy includes coverage for ""Vehicle Theft,"" defined as loss or damage as a result of theft to the policy holder's car or car accessories (while in or on the car)."" Hunter, who lives alone, goes on vacation and leaves his car in his home garage. However, surveillance footage captures a masked assailant breaking into his car and stealing Hunter's very high-end seat covers. Hunter files a claim with his insurance company for the loss.  Based on this definition, select your response to the following statement: Hunter is not covered by the Vehicle Theft policy. Agree or Disagree? Final answer is:"
Vehicle Theft,Vehicle Theft IV,controversial,42,neg,ad,"Hunter's car insurance policy includes coverage for ""Vehicle Theft,"" defined as loss or damage as a result of theft to the policy holder's car or car accessories (while in or on the car)."" Hunter, who lives alone, goes on vacation and leaves his car in his home garage. However, surveillance footage captures a masked assailant breaking into his car and stealing a smartphone that Hunter leaves in the car for navigation and to play music. Hunter files a claim with his insurance company for the loss.  Based on this definition, select your response to the following statement: Hunter is not covered by the Vehicle Theft policy. Agree or Disagree? Final answer is:"
Vehicle Theft,Vehicle Theft V,unambiguous_uncovered,43,neg,ad,"Dillon's car insurance policy includes coverage for ""Vehicle Theft,"" which excludes ""loss or damage caused by theft or attempted theft if your car was taken by a member of your family or household, or taken by an employee or ex-employee."" Dillon, who employs a part-time personal assistant, goes on vacation and leaves his car in his home garage. However, surveillance footage captures his personal assistant breaking into his car and driving away. Dillon files a claim with his insurance company for the loss.  Based on this definition, select your response to the following statement: Dillon is not covered by the Vehicle Theft policy. Agree or Disagree? Final answer is:"
Vehicle Theft,Vehicle Theft V,unambiguous_covered,43,neg,ad,"Dillon's car insurance policy includes coverage for ""Vehicle Theft,"" which excludes ""loss or damage caused by theft or attempted theft if your car was taken by a member of your family or household, or taken by an employee or ex-employee."" Dillon, who lives alone, goes on vacation and leaves his car in his home garage. However, surveillance footage captures an unfamiliar man breaking into his car and driving away. Dillon files a claim with his insurance company for the loss.  Based on this definition, select your response to the following statement: Dillon is not covered by the Vehicle Theft policy. Agree or Disagree? Final answer is:"
Vehicle Theft,Vehicle Theft V,controversial,43,neg,ad,"Dillon's car insurance policy includes coverage for ""Vehicle Theft,"" which excludes ""loss or damage caused by theft or attempted theft if your car was taken by a member of your family or household, or taken by an employee or ex-employee."" Dillon, who has been separated from his wife for over two years, goes to work one day and parks his car in the garage. However, surveillance footage captures his estranged wife breaking into his car and driving away. Dillon files a claim with his insurance company for the loss.  Based on this definition, select your response to the following statement: Dillon is not covered by the Vehicle Theft policy. Agree or Disagree? Final answer is:"
Vehicle TheftVe,Vehicle Theft VI,unambiguous_uncovered,44,neg,ad,"Cooper's car insurance policy includes coverage for ""Vehicle Theft,"" which applies only if ""the policyholder's car contains a working GPS tracking device."" Cooper, who doesn't keep a GPS tracking device in his car, goes on vacation and leaves his car in his home garage. However, surveillance footage captures a masked assailant breaking into his car and driving away. Cooper files a claim with his insurance company for the loss.  Based on this definition, select your response to the following statement: Cooper is not covered by the Vehicle TheftVe policy. Agree or Disagree? Final answer is:"
Vehicle Theft,Vehicle Theft VI,unambiguous_covered,44,neg,ad,"Cooper's car insurance policy includes coverage for ""Vehicle Theft,"" which applies only if ""the policyholder's car contains a working GPS tracking device."" Cooper, who keeps a GPS tracking device in his car, goes on vacation and leaves his car in his home garage. However, surveillance footage captures a masked assailant breaking into his car and driving away. Cooper files a claim with his insurance company for the loss.  Based on this definition, select your response to the following statement: Cooper is not covered by the Vehicle Theft policy. Agree or Disagree? Final answer is:"
Vehicle Theft,Vehicle Theft VI,controversial,44,neg,ad,"Cooper's car insurance policy includes coverage for ""Vehicle Theft,"" which applies only if ""the policyholder's car contains a working GPS tracking device."" Cooper, who keeps a GPS-tracked smartphone in his car to play music and for navigation, goes on vacation and leaves his car in his home garage. However, surveillance footage captures a masked assailant breaking into his car and driving away. Cooper files a claim with his insurance company for the loss.  Based on this definition, select your response to the following statement: Cooper is not covered by the Vehicle Theft policy. Agree or Disagree? Final answer is:"
Vehicle Glass,Vehicle Glass I,unambiguous_uncovered,45,neg,ad,"Ahmad's car insurance policy includes coverage for ""Vehicle Glass"" damage, defined as ""broken glass in the car's windows or windshield."" Ahmad drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is parked in the lot, a baseball from a nearby little league game hits his car's front windshield. When he returns, he discovers a baseball near the car, and that the windshield appears fully intact save for a minor cosmetic scratch. Ahmad files a claim with his insurance company for the damage.  Based on this definition, select your response to the following statement: Ahmad is not covered by the Vehicle Glass policy. Agree or Disagree? Final answer is:"
Vehicle Glass,Vehicle Glass I,unambiguous_covered,45,neg,ad,"Ahmad's car insurance policy includes coverage for ""Vehicle Glass"" damage, defined as ""broken glass in the car's windows or windshield."" Ahmad drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is parked in the lot, a baseball from a nearby little league game hits his car's front windshield. When he returns, he discovers the baseball on his windshield, which has been shattered beyond repair. Ahmad files a claim with his insurance company for the damage. Based on this definition, select your response to the following statement: Ahmad is not covered by the Vehicle Glass policy. Agree or Disagree? Final answer is:"
Vehicle Glass,Vehicle Glass I,controversial,45,neg,ad,"Ahmad's car insurance policy includes coverage for ""Vehicle Glass"" damage, defined as ""broken glass in the car's windows or windshield."" Ahmad drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is parked in the lot, a baseball from a nearby little league game hits his car's front windshield. When he returns, he discovers a baseball near the car, and that the windshield appears chipped but otherwise functional and intact. Ahmad files a claim with his insurance company for the damage.  Based on this definition, select your response to the following statement: Ahmad is not covered by the Vehicle Glass policy. Agree or Disagree? Final answer is:"
Vehicle Glass,Vehicle Glass II,unambiguous_uncovered,46,neg,ad,"Aneesh's car insurance policy includes coverage for ""Vehicle Glass"" damage, defined as ""broken glass, and any scratching to the bodywork caused solely and directly by broken glass."" Aneesh drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is parked in the lot, a baseball from a nearby little league game hits his car's front hood. When he returns, he discovers that the hood has been severely damaged. Aneesh files a claim with his insurance company for the damage.  Based on this definition, select your response to the following statement: Aneesh is not covered by the Vehicle Glass policy. Agree or Disagree? Final answer is:"
Vehicle Glass,Vehicle Glass II,unambiguous_covered,46,neg,ad,"Aneesh's car insurance policy includes coverage for ""Vehicle Glass"" damage, defined as ""broken glass, and any scratching to the bodywork caused solely and directly by broken glass."" Aneesh drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is parked in the lot, a baseball from a nearby little league game hits his car's front windshield. When he returns, he discovers that the windshield has been severely damaged and that broken shards from the windshield managed to leave scratches on the car. Aneesh files a claim with his insurance company for the damage.  Based on this definition, select your response to the following statement: Aneesh is not covered by the Vehicle Glass policy. Agree or Disagree? Final answer is:"
Vehicle Glass,Vehicle Glass II,controversial,46,neg,ad,"Aneesh's car insurance policy includes coverage for ""Vehicle Glass"" damage, defined as ""broken glass, and any scratching to the bodywork caused solely and directly by broken glass."" Aneesh drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is parked in the lot, a baseball from a nearby little league game hits one of his car's side mirrors. When he returns, he discovers that the side mirror has been severely damaged and that broken shards from the side mirror managed to leave scratches on the car. Aneesh files a claim with his insurance company for the damage. Based on this definition, select your response to the following statement: Aneesh is not covered by the Vehicle Glass policy. Agree or Disagree? Final answer is:"
Emergency Damages,Emergency Damages I,unambiguous_uncovered,1,pos,da,"Joanne's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency or perceived emergency involving the policyholder."" Late one night, Joanne hears loud crashing noises coming from another room in her home and knows it is just her two dogs playing together. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Joanne heard were indeed from her dogs; Joanne just wanted help subduing the dogs. Joanne files a claim with her insurance company for the damage caused by the forced entry. Based on this definition, select your response to the following statement: Joanne is covered by the Emergency Damages policy. Disagree or Agree? Final answer is:"
Emergency Damages,Emergency Damages I,unambiguous_covered,1,pos,da,"Joanne's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency or perceived emergency involving the policyholder."" Late one night, Joanne hears loud crashing noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Joanne heard were indeed from a burglar, whom the police promptly arrest. Joanne files a claim with her insurance company for the damage caused by the forced entry. Based on this definition, select your response to the following statement: Joanne is covered by the Emergency Damages policy. Disagree or Agree? Final answer is:"
Emergency Damages,Emergency Damages I,controversial,1,pos,da,"Joanne's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency or perceived emergency involving the policyholder."" Late one night, Joanne hears loud crashing noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that Joanne is experiencing mild paranoia after having recently watched a movie that involved a home burglary. Joanne files a claim with her insurance company for the damage caused by the forced entry. Based on this definition, select your response to the following statement: Joanne is covered by the Emergency Damages policy. Disagree or Agree? Final answer is:"
Emergency Damages,Emergency Damages II,unambiguous_uncovered,2,pos,da,"Salma's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency involving the policyholder."" Late one night, Salma hears noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she calls her friend Sam, an accountant, who makes a forced entry into her home to assess the situation. It turns out that the noises Salma heard were indeed from a burglar, whom Sam manages to chase away. Salma files a claim with her insurance company for the damage caused by the forced entry. Based on this definition, select your response to the following statement: Salma is covered by the Emergency Damages policy. Disagree or Agree? Final answer is:"
Emergency Damages,Emergency Damages II,unambiguous_covered,2,pos,da,"Salma's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency involving the policyholder."" Late one night, Salma hears noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Salma heard were indeed from a burglar, whom the police promptly arrest. Salma files a claim with her insurance company for the damage caused by the forced entry. Based on this definition, select your response to the following statement: Salma is covered by the Emergency Damages policy. Disagree or Agree? Final answer is:"
Emergency Damages,Emergency Damages II,controversial,2,pos,da,"Salma's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency involving the policyholder."" Late one night, Salma hears noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she calls her friend Sam, an off-duty firefighter, who makes a forced entry into her home to assess the situation. It turns out that the noises Salma heard were indeed from a burglar, whom Sam manages to chase away. Salma files a claim with her insurance company for the damage caused by the forced entry. Based on this definition, select your response to the following statement: Salma is covered by the Emergency Damages policy. Disagree or Agree? Final answer is:"
Escape of Oil,Escape of Oil I,unambiguous_uncovered,3,pos,da,"Madison has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation."" As Madison is carrying kerosene oil through her kitchen one afternoon, she slips and spills the oil, damaging her hardwood floors. Madison files a claim with her insurance company for the damage. Based on this definition, select your response to the following statement: Madison is covered by the Escape of Oil policy. Disagree or Agree? Final answer is:"
Escape of Oil,Escape of Oil I,unambiguous_covered,3,pos,da,"Madison has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation."" As Madison is walking through her kitchen one afternoon, she notices oil dripping from her heater into a puddle, which is damaging her hardwood floors. Madison files a claim with her insurance company for the damage. Based on this definition, select your response to the following statement: Madison is covered by the Escape of Oil policy. Disagree or Agree? Final answer is:"
Escape of Oil,Escape of Oil I,controversial,3,pos,da,"Madison has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation."" As Madison's friend attempts to fix the heater in Madison's kitchen one afternoon, her friend makes a mistake which causes oil to rush out of the heater, damaging her hardwood floors. Madison files a claim with her insurance company for the damage. Based on this definition, select your response to the following statement: Madison is covered by the Escape of Oil policy. Disagree or Agree? Final answer is:"
Escape of Oil,Escape of Oil II,unambiguous_uncovered,4,pos,da,"Mariam has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation."" Mariam has a portable oil lamp in her living room. One night, the lamp cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage. Based on this definition, select your response to the following statement: Mariam is covered by the Escape of Oil policy. Disagree or Agree? Final answer is:"
Escape of Oil,Escape of Oil II,unambiguous_covered,4,pos,da,"Mariam has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation."" Mariam has a fixed oil-fired heater in her living room. One night, the heater cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage. Based on this definition, select your response to the following statement: Mariam is covered by the Escape of Oil policy. Disagree or Agree? Final answer is:"
Escape of Oil,Escape of Oil II,controversial,4,pos,da,"Mariam has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation."" Mariam has a wall-mounted oil lamp in her living room. One night, the lamp cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage. Based on this definition, select your response to the following statement: Mariam is covered by the Escape of Oil policy. Disagree or Agree? Final answer is:"
Escape of Water,Escape of Water I,unambiguous_uncovered,5,pos,da,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance."" Carol's bathroom wall has become severely damaged due to a pipe that slowly leaked over several days before Carol got around to calling a plumber who could fix the leak. Carol files a claim with her insurance company for the damage to her wall. Based on this definition, select your response to the following statement: Carol is covered by the Escape of Water policy. Disagree or Agree? Final answer is:"
Escape of Water,Escape of Water I,unambiguous_covered,5,pos,da,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance."" Carol's bathroom wall has become severely damaged due to a pipe that suddenly burst. Carol files a claim with her insurance company for the damage to her wall. Based on this definition, select your response to the following statement: Carol is covered by the Escape of Water policy. Disagree or Agree? Final answer is:"
Escape of Water,Escape of Water I,controversial,5,pos,da,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance."" Carol's bathroom wall has become severely damaged due to a pipe that leaked for several hours before Carol managed to find a plumber who could fix the leak. Carol files a claim with her insurance company for the damage to her wall. Based on this definition, select your response to the following statement: Carol is covered by the Escape of Water policy. Disagree or Agree? Final answer is:"
Escape of Water,Escape of Water II,unambiguous_uncovered,6,pos,da,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance."" Miranda lives in a two-story house, and she keeps her pet goldfish in a large glass bowl on the upper floor. One day, the bowl begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage. Based on this definition, select your response to the following statement: Miranda is covered by the Escape of Water policy. Disagree or Agree? Final answer is:"
Escape of Water,Escape of Water II,unambiguous_covered,6,pos,da,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance."" Miranda lives in a two-story house, and she has a washing machine on the upper floor. One day, the washing machine begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage. Based on this definition, select your response to the following statement: Miranda is covered by the Escape of Water policy. Disagree or Agree? Final answer is:"
Escape of Water,Escape of Water II,controversial,6,pos,da,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance."" Miranda lives in a two-story house, and she has a large plastic water cooler on the upper floor. One day, the cooler begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage. Based on this definition, select your response to the following statement: Miranda is covered by the Escape of Water policy. Disagree or Agree? Final answer is:"
Escape of Water,Escape of Water III,unambiguous_uncovered,7,pos,da,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance."" Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda, a sculpture artist, fills the tub with paint in order to dip her sculptures in paint, but the tub suddenly cracks and begins to leak, causing the paint to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage. Based on this definition, select your response to the following statement: Belinda is covered by the Escape of Water policy. Disagree or Agree? Final answer is:"
Escape of Water,Escape of Water III,unambiguous_covered,7,pos,da,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance."" Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda uses the tub for a bath and fills the tub with water, but the tub suddenly cracks and begins to leak, causing water to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage. Based on this definition, select your response to the following statement: Belinda is covered by the Escape of Water policy. Disagree or Agree? Final answer is:"
Escape of Water,Escape of Water III,controversial,7,pos,da,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance."" Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda fills the tub with tomato juice to give her dog a bath after being sprayed by a skunk, but the tub suddenly cracks and begins to leak, causing the tomato juice to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage. Based on this definition, select your response to the following statement: Belinda is covered by the Escape of Water policy. Disagree or Agree? Final answer is:"
Fire,Fire,unambiguous_uncovered,8,pos,da,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire.""  Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, a defect in the grill causes its propane tank to explode, which in turn causes her garage to go up in flames. Fatema files a claim with her insurance company for the damage to the garage. Based on this definition, select your response to the following statement: Fatema is covered by the Fire policy. Disagree or Agree? Final answer is:"
Fire,Fire,unambiguous_covered,8,pos,da,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire.""  Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, a quick-moving brush fire spreads to her property, causing her garage to go up in flames before spreading to the grill and causing its propane tank to explode. Fatema files a claim with her insurance company for the damage to the garage. Based on this definition, select your response to the following statement: Fatema is covered by the Fire policy. Disagree or Agree? Final answer is:"
Fire,Fire,controversial,8,pos,da,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire.""  Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, burning embers from a nearby quick-moving brush fire make contact with the grill and cause its propane tank to explode, which in turn causes her garage to go up in flames. Fatema files a claim with her insurance company for the damage to the garage. Based on this definition, select your response to the following statement: Fatema is covered by the Fire policy. Disagree or Agree? Final answer is:"
Flooding,Flood I,unambiguous_uncovered,9,pos,da,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings."" Charlotte lives alone in a one-story home. One day, the waterbed in her bedroom begins to leak, causing a large volume of water to suddenly seep through her floors. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage. Based on this definition, select your response to the following statement: Charlotte is covered by the Flooding policy. Disagree or Agree? Final answer is:"
Flooding,Flood I,unambiguous_covered,9,pos,da,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings."" Charlotte lives alone in a one-story home. One day, a car hits a fire hydrant outside her home, causing a large volume of water to suddenly seep into her home. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage. Based on this definition, select your response to the following statement: Charlotte is covered by the Flooding policy. Disagree or Agree? Final answer is:"
Flooding,Flood I,controversial,9,pos,da,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings."" Charlotte lives alone in a one-story home. One day, one of the rain barrels that she keeps next to her home begins to leak, causing a large volume of water to suddenly seep into her home. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage. Based on this definition, select your response to the following statement: Charlotte is covered by the Flooding policy. Disagree or Agree? Final answer is:"
Flooding,Flood II,unambiguous_uncovered,10,pos,da,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings."" Rebecca lives in a house situated next to a small creek. The water level of the creek gradually rises over the course of several years, and one day Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage. Based on this definition, select your response to the following statement: Rebecca is covered by the Flooding policy. Disagree or Agree? Final answer is:"
Flooding,Flood II,unambiguous_covered,10,pos,da,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings."" Rebecca lives in a house situated next to a small creek. The water level of the creek quickly rises over the course of a few hours during a storm, and Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage. Based on this definition, select your response to the following statement: Rebecca is covered by the Flooding policy. Disagree or Agree? Final answer is:"
Flooding,Flood II,controversial,10,pos,da,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings."" Rebecca lives in a house situated next to a small creek. The water level of the creek gradually rises over the course of about a week, and one day Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage. Based on this definition, select your response to the following statement: Rebecca is covered by the Flooding policy. Disagree or Agree? Final answer is:"
Garden Plants,Garden Plants I,unambiguous_uncovered,11,pos,da,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances."" Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, the store temporarily shuts down due to staff shortages, and Genie decides that it is too inconvenient to buy the fertilizer from another store located slightly further away. Without the fertilizer, the plants die. Genie files a claim with her insurance company for the damage to her plants. Based on this definition, select your response to the following statement: Genie is covered by the Garden Plants policy. Disagree or Agree? Final answer is:"
Garden Plants,Garden Plants I,unambiguous_covered,11,pos,da,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances."" Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, they start picketing outside, and some of their picketing activities spill over to Genie's property. When the strikers inadvertently walk on Genie's plants, the plants die. Genie files a claim with her insurance company for the damage to her plants. Based on this definition, select your response to the following statement: Genie is covered by the Garden Plants policy. Disagree or Agree? Final answer is:"
Garden Plants,Garden Plants I,controversial,11,pos,da,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances."" Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, the store temporarily shuts down due to staff shortages, and Genie is unable to find the fertilizer within driving distance from her home or online. Without the fertilizer, the plants die. Genie files a claim with her insurance company for the damage to her plants. Based on this definition, select your response to the following statement: Genie is covered by the Garden Plants policy. Disagree or Agree? Final answer is:"
Garden Plants,Garden Plants II,unambiguous_uncovered,12,pos,da,"Margot has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by malicious people or vandals."" One day, while Margot is away from her home, her surveillance footage captures her neighbor's dog trampling her plants. Margot files a claim with her insurance company for the loss. Based on this definition, select your response to the following statement: Margot is covered by the Garden Plants policy. Disagree or Agree? Final answer is:"
