item name,Title,version,item,frame,order,prompt,model,output_text
Escape of Water,Escape of Water I,unambiguous_covered,5,pos,da,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance."" Carol's bathroom wall has become severely damaged due to a pipe that suddenly burst. Carol files a claim with her insurance company for the damage to her wall. Select your response to the following statement: Carol is covered by the Escape of Water policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,Agree.
Escape of Water,Escape of Water I,controversial,5,pos,da,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance."" Carol's bathroom wall has become severely damaged due to a pipe that leaked for several hours before Carol managed to find a plumber who could fix the leak. Carol files a claim with her insurance company for the damage to her wall. Select your response to the following statement: Carol is covered by the Escape of Water policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,Agree
Escape of Water,Escape of Water II,unambiguous_uncovered,6,pos,da,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance."" Miranda lives in a two-story house, and she keeps her pet goldfish in a large glass bowl on the upper floor. One day, the bowl begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage. Select your response to the following statement: Miranda is covered by the Escape of Water policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,"**Agree.**  

The leaking goldfish bowl is an **internal source** of water inside the home, and the leak was **unexpected/sudden**, causing water to escape and damage the building. Since the definition uses “**such as** a burst pipe or faulty appliance” as examples (not an exhaustive list), the fishbowl leak fits within the stated “Escape of Water” coverage.  

**Final answer: Agree.**"
Escape of Water,Escape of Water II,unambiguous_covered,6,pos,da,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance."" Miranda lives in a two-story house, and she has a washing machine on the upper floor. One day, the washing machine begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage. Select your response to the following statement: Miranda is covered by the Escape of Water policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,"**Agree.** The leak was sudden and unforeseen, came from an internal source (the washing machine/faulty appliance), and caused water damage to the building (walls/floor), which fits the policy’s “Escape of Water” definition. Final answer is: **Agree**."
Escape of Water,Escape of Water II,controversial,6,pos,da,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance."" Miranda lives in a two-story house, and she has a large plastic water cooler on the upper floor. One day, the cooler begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage. Select your response to the following statement: Miranda is covered by the Escape of Water policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,"Agree

Final answer is: **Agree**"
Escape of Water,Escape of Water III,unambiguous_uncovered,7,pos,da,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance."" Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda, a sculpture artist, fills the tub with paint in order to dip her sculptures in paint, but the tub suddenly cracks and begins to leak, causing the paint to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage. Select your response to the following statement: Belinda is covered by the Escape of Water policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,"Disagree.

The policy covers a sudden, unforeseen **flow of water** from an internal source (e.g., a burst pipe or faulty appliance). Here, the substance that escaped was **paint**, not water, and the tub was intentionally filled with paint for an art project. Even though the tub cracking was sudden and unforeseen, the damage described is not “Escape of Water” as defined. Final answer is: **Disagree**."
Escape of Water,Escape of Water III,unambiguous_covered,7,pos,da,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance."" Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda uses the tub for a bath and fills the tub with water, but the tub suddenly cracks and begins to leak, causing water to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage. Select your response to the following statement: Belinda is covered by the Escape of Water policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,Agree. Final answer is: **Agree**.
Escape of Water,Escape of Water III,controversial,7,pos,da,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance."" Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda fills the tub with tomato juice to give her dog a bath after being sprayed by a skunk, but the tub suddenly cracks and begins to leak, causing the tomato juice to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage. Select your response to the following statement: Belinda is covered by the Escape of Water policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,"Disagree.

The “Escape of Water” cover applies to a sudden, unforeseen flow of **water** from an internal source (e.g., burst pipe/faulty appliance). Here, the escaping substance is **tomato juice**, not water, so it falls outside the defined peril even though the tub crack and leak were sudden and unintended."
Fire,Fire,unambiguous_uncovered,8,pos,da,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire.""  Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, a defect in the grill causes its propane tank to explode, which in turn causes her garage to go up in flames. Fatema files a claim with her insurance company for the damage to the garage. Select your response to the following statement: Fatema is covered by the Fire policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,Disagree.
Fire,Fire,unambiguous_covered,8,pos,da,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire.""  Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, a quick-moving brush fire spreads to her property, causing her garage to go up in flames before spreading to the grill and causing its propane tank to explode. Fatema files a claim with her insurance company for the damage to the garage. Select your response to the following statement: Fatema is covered by the Fire policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,"Agree.

The garage damage was caused by a brush fire that spread onto Fatema’s property, which fits the policy’s definition of “Fire” as a naturally-occurring fire. The propane tank explosion happened after the garage was already burning, so it doesn’t negate that the covered fire was the cause of the garage loss. Final answer is: **Agree**."
Fire,Fire,controversial,8,pos,da,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire.""  Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, burning embers from a nearby quick-moving brush fire make contact with the grill and cause its propane tank to explode, which in turn causes her garage to go up in flames. Fatema files a claim with her insurance company for the damage to the garage. Select your response to the following statement: Fatema is covered by the Fire policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,Agree.
Flooding,Flood I,unambiguous_uncovered,9,pos,da,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings."" Charlotte lives alone in a one-story home. One day, the waterbed in her bedroom begins to leak, causing a large volume of water to suddenly seep through her floors. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage. Select your response to the following statement: Charlotte is covered by the Flooding policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,Disagree. Final answer is: **Disagree**.
Flooding,Flood I,unambiguous_covered,9,pos,da,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings."" Charlotte lives alone in a one-story home. One day, a car hits a fire hydrant outside her home, causing a large volume of water to suddenly seep into her home. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage. Select your response to the following statement: Charlotte is covered by the Flooding policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,"Agree.

The water damage resulted from **a large volume of water** that **suddenly released from outside the building** (the car hitting the fire hydrant) and **invaded the property**, which fits the policy’s definition of “Flooding.”"
Flooding,Flood I,controversial,9,pos,da,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings."" Charlotte lives alone in a one-story home. One day, one of the rain barrels that she keeps next to her home begins to leak, causing a large volume of water to suddenly seep into her home. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage. Select your response to the following statement: Charlotte is covered by the Flooding policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,"Agree.

The water damage was caused by a large volume of water invading the home due to a sudden release from a source outside the building (the rain barrel next to the house), which fits the policy’s definition of “Flooding.”"
Flooding,Flood II,unambiguous_uncovered,10,pos,da,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings."" Rebecca lives in a house situated next to a small creek. The water level of the creek gradually rises over the course of several years, and one day Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage. Select your response to the following statement: Rebecca is covered by the Flooding policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,"Disagree.

The policy defines “Flooding” as an invasion of water caused by a **rapid build-up** from outside the buildings. Here, the creek rose **gradually over several years**, so the damage does not fit the policy’s “rapid build-up” requirement. Final answer is: **Disagree**."
Flooding,Flood II,unambiguous_covered,10,pos,da,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings."" Rebecca lives in a house situated next to a small creek. The water level of the creek quickly rises over the course of a few hours during a storm, and Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage. Select your response to the following statement: Rebecca is covered by the Flooding policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,Agree. Final answer is: **Agree**
Flooding,Flood II,controversial,10,pos,da,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings."" Rebecca lives in a house situated next to a small creek. The water level of the creek gradually rises over the course of about a week, and one day Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage. Select your response to the following statement: Rebecca is covered by the Flooding policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,Disagree. Final answer is: **Disagree**.
Garden Plants,Garden Plants I,unambiguous_uncovered,11,pos,da,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances."" Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, the store temporarily shuts down due to staff shortages, and Genie decides that it is too inconvenient to buy the fertilizer from another store located slightly further away. Without the fertilizer, the plants die. Genie files a claim with her insurance company for the damage to her plants. Select your response to the following statement: Genie is covered by the Garden Plants policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,"Disagree.

The policy covers **damage to plants caused by** civil commotion/strikes/labor or political disturbances. Here, the strike only caused a **store closure and inconvenience** in buying fertilizer; the plants died from **lack of fertilizer**, not from strike-related physical damage or disturbance to the garden itself."
Garden Plants,Garden Plants I,unambiguous_covered,11,pos,da,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances."" Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, they start picketing outside, and some of their picketing activities spill over to Genie's property. When the strikers inadvertently walk on Genie's plants, the plants die. Genie files a claim with her insurance company for the damage to her plants. Select your response to the following statement: Genie is covered by the Garden Plants policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,Agree. Final answer is: **Agree**
Garden Plants,Garden Plants I,controversial,11,pos,da,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances."" Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, the store temporarily shuts down due to staff shortages, and Genie is unable to find the fertilizer within driving distance from her home or online. Without the fertilizer, the plants die. Genie files a claim with her insurance company for the damage to her plants. Select your response to the following statement: Genie is covered by the Garden Plants policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,"Disagree.

The policy covers **direct damage to plants** caused by perils like **strikes/labor disturbances** (e.g., physical harm during a strike). Here, the strike caused a **fertilizer shortage**, and the plants died from **lack of fertilizer**—an **indirect/consequential loss**, not direct strike damage to the plants."
Garden Plants,Garden Plants II,unambiguous_uncovered,12,pos,da,"Margot has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by malicious people or vandals."" One day, while Margot is away from her home, her surveillance footage captures her neighbor's dog trampling her plants. Margot files a claim with her insurance company for the loss. Select your response to the following statement: Margot is covered by the Garden Plants policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,Disagree.
Garden Plants,Garden Plants II,unambiguous_covered,12,pos,da,"Margot has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by malicious people or vandals."" One day, while Margot is away from her home, her surveillance footage captures masked individuals trampling her plants. Margot files a claim with her insurance company for the loss. Select your response to the following statement: Margot is covered by the Garden Plants policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,Agree. Final answer is: **Agree**.
Garden Plants,Garden Plants II,controversial,12,pos,da,"Margot has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by malicious people or vandals."" One day, while Margot is away from her home, her surveillance footage captures a neighbor's middle school-aged children trampling her plants. Margot files a claim with her insurance company for the loss. Select your response to the following statement: Margot is covered by the Garden Plants policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,"Agree

The damage was to plants within Margot’s property boundaries, and the neighbor’s children trampling them is consistent with vandalism/malicious damage (intentional destruction), which the “Garden Plants” coverage explicitly includes."
General Damages,General Damages,unambiguous_uncovered,13,pos,da,"Gavin has an insurance policy that includes coverage for ""General Damages,"" which includes losses from ""missed employment due to injuries that occur under regular working conditions."" Gavin works as an A/C repair technician in a small town. One day, Gavin is off from work and decides to put holiday lights up on his roof. Because Gavin is an experienced repairman, he figures he doesn't need a ladder to get onto his roof and decides to free climb the exterior wall of his house instead. While climbing the wall, Gavin loses his balance and falls, causing significant injury. Because of this, he subsequently has to stop working for weeks. Gavin files a claim with his insurance company for lost income. Select your response to the following statement: Gavin is covered by the General Damages policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,"**Disagree.** Gavin’s injury happened while he was off work putting up holiday lights at home, not “under regular working conditions,” so his lost income wouldn’t be covered under that General Damages provision."
General Damages,General Damages,unambiguous_covered,13,pos,da,"Gavin has an insurance policy that includes coverage for ""General Damages,"" which includes losses from ""missed employment due to injuries that occur under regular working conditions."" Gavin works as an A/C repair technician in a small town. One day, Gavin is hired to repair an air conditioner located on the second story of a building. Because Gavin is an experienced repairman, he knows that the safest way to access the unit is with a sturdy ladder. While climbing the ladder, Gavin loses his balance and falls, causing significant injury. Because of this, he subsequently has to stop working for weeks. Gavin files a claim with his insurance company for lost income. Select your response to the following statement: Gavin is covered by the General Damages policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,"**Agree.** Gavin’s injury happened while performing his normal job duties under regular working conditions (accessing an A/C unit via a ladder), and his missed work and lost income resulted directly from that injury, so it falls within the policy’s “General Damages” coverage."
General Damages,General Damages,controversial,13,pos,da,"Gavin has an insurance policy that includes coverage for ""General Damages,"" which includes losses from ""missed employment due to injuries that occur under regular working conditions."" Gavin works as an A/C repair technician in a small town. One day, Gavin offers to help his girlfriend repair an air conditioner located on the second story of her home. Because Gavin is an experienced repairman, he knows that the safest way to access the unit is with a sturdy ladder. While climbing the ladder, Gavin loses his balance and falls, causing significant injury. Because of this, he subsequently has to stop working for weeks. Gavin files a claim with his insurance company for lost income. Select your response to the following statement: Gavin is covered by the General Damages policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,"**Disagree.**

Gavin’s injury happened while helping his girlfriend at her home, not **under his regular working conditions** (i.e., in the course of his employment). Even though the task was similar to his job, it wasn’t performed as part of his work duties, so the “missed employment due to injuries that occur under regular working conditions” coverage likely does **not** apply."
Hot Work,Hot Work I,unambiguous_uncovered,14,pos,da,"Shannon has an insurance policy that covers accidental damage to her home and belongings from ""Hot Work,"" defined as ""any work on her home or belongings that requires, uses or produces any sources of heat that could ignite flammable materials.""  One day, Shannon is working on her motorcycle in her garage. As she does so, she smokes a cigarette. Suddenly, she drops the lit cigarette onto the floor, igniting a nearby flammable cleaning product and sending her garage up in flames. Shannon files a claim with her insurance company for the damage. Select your response to the following statement: Shannon is covered by the Hot Work policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,"**Disagree.**

Even though the cigarette is a heat source, Shannon’s *work on the motorcycle* did not “require, use, or produce” heat as part of the work itself. The fire came from incidental smoking, not from “Hot Work” as defined in the policy."
Hot Work,Hot Work I,unambiguous_covered,14,pos,da,"Shannon has an insurance policy that covers accidental damage to her home and belongings from ""Hot Work,"" defined as ""any work on her home or belongings that requires, uses or produces any sources of heat that could ignite flammable materials.""  One day, Shannon is working on her motorcycle in her garage. To repair her motorcycle, she uses a welding tool which produces a sizable flame. Suddenly, she drops the tool onto the floor, igniting a nearby flammable cleaning product and sending her garage up in flames. Shannon files a claim with her insurance company for the damage. Select your response to the following statement: Shannon is covered by the Hot Work policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,"**Agree.** Welding on her motorcycle is “Hot Work” because it’s work on her **belonging** that uses/produces heat capable of igniting flammable materials, and the resulting fire damage falls within the policy’s covered accidental damage from Hot Work."
Hot Work,Hot Work I,controversial,14,pos,da,"Shannon has an insurance policy that covers accidental damage to her home and belongings from ""Hot Work,"" defined as ""any work on her home or belongings that requires, uses or produces any sources of heat that could ignite flammable materials.""  One day, Shannon is working on her motorcycle in her garage. To repair her motorcycle, she uses an air compressor powered by a gasoline engine. Suddenly, the compressor's engine overheats, igniting a nearby flammable cleaning product and sending her garage up in flames. Shannon files a claim with her insurance company for the damage. Select your response to the following statement: Shannon is covered by the Hot Work policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,"**Agree.** The damage arose from “Hot Work” as defined, because Shannon was performing work on her belongings (the motorcycle) using equipment (a gasoline-powered air compressor) that **produced a source of heat capable of igniting flammable materials**, and that heat in fact caused ignition and the resulting fire."
Hot Work,Hot Work II,unambiguous_uncovered,15,pos,da,"Martha has an insurance policy that covers accidental damage to her home and belongings from ""Hot Work,"" defined as ""any work that requires, uses or produces any sources of heat that could ignite flammable materials.""  Martha is installing hardwood flooring in her living room. She uses a heat gun -- a device that emits very hot air -- to help dry the glue that attaches the floorboards. While arranging her floorboards, she sets her heat gun down on her expensive dining room table, which severely warps the table's surface. Martha files a claim with her insurance company for the damage. Select your response to the following statement: Martha is covered by the Hot Work policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,Agree.
Hot Work,Hot Work II,unambiguous_covered,15,pos,da,"Martha has an insurance policy that covers accidental damage to her home and belongings from ""Hot Work,"" defined as ""any work that requires, uses or produces any sources of heat that could ignite flammable materials.""  Martha is installing hardwood flooring in her living room. She uses a heat gun -- a device that emits very hot air -- to help dry the glue that attaches the floorboards. While arranging her floorboards, she sets her heat gun down on her expensive dining room table, which causes the table to catch fire. Martha files a claim with her insurance company for the damage. Select your response to the following statement: Martha is covered by the Hot Work policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,Agree.
Hot Work,Hot Work II,controversial,15,pos,da,"Martha has an insurance policy that covers accidental damage to her home and belongings from ""Hot Work,"" defined as ""any work that requires, uses or produces any sources of heat that could ignite flammable materials.""  Martha is installing hardwood flooring in her living room. She uses a heat gun -- a device that emits very hot air -- to help dry the glue that attaches the floorboards. While arranging her floorboards, she sets her heat gun down on her expensive dining room table, which causes the surface of the table to burn but not catch fire. Martha files a claim with her insurance company for the damage. Select your response to the following statement: Martha is covered by the Hot Work policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,"Agree.

Using a heat gun to dry flooring glue is “Hot Work” because it uses a heat source that could ignite flammable materials, and the table was accidentally damaged (burned) by that heat source during the work. Final answer is: **Agree**."
House Removal,House Removal I,unambiguous_uncovered,16,pos,da,"Denise's insurance covers damage from ""House Removal,"" defined as ""damage to belongings caused while being removed by professional removal contractors from the home."" Denise is moving to a new home on the other side of town. She rents a truck and decides she will move her own belongings out of her current home. During the move, her truck is involved in a minor accident that damages several pieces of her furniture and other belongings. Denise files a claim with her insurance company for the damage to her belongings.  Select your response to the following statement: Denise is covered by the House Removal policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,Disagree.
House Removal,House Removal I,unambiguous_covered,16,pos,da,"Denise's insurance covers damage from ""House Removal,"" defined as ""damage to belongings caused while being removed by professional removal contractors from the home."" Denise is moving to a new home on the other side of town. She pays a professional moving company to move her belongings out of her current home. During the move, the moving truck is involved in a minor accident that damages several pieces of her furniture and other belongings. Denise files a claim with her insurance company for the damage to her belongings.   Select your response to the following statement: Denise is covered by the House Removal policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,Disagree.
House Removal,House Removal I,controversial,16,pos,da,"Denise's insurance covers damage from ""House Removal,"" defined as ""damage to belongings caused while being removed by professional removal contractors from the home."" Denise is moving to a new home on the other side of town. She asks her uncle, a retired professional mover, to help move her belongings out of her current home. During the move, her uncle's truck is involved in a minor accident that damages several pieces of her furniture and other belongings. Denise files a claim with her insurance company for the damage to her belongings. Select your response to the following statement: Denise is covered by the House Removal policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,Disagree. Final answer is: **Disagree**.
House Removal,House Removal II,unambiguous_uncovered,17,pos,da,"Harper's insurance covers damage from ""House Removal,"" which includes ""damage to belongings that occurs while being stored by professional removal contractors."" Harper is moving to a new home on the other side of town. Because her old home has already sold and her new home is not yet ready for her to move in, she checks into a hotel and asks her cousin Bill to store some of her belongings at his house. A couple days before she is set to move in, Bill's house floods, which ruins the items that Bill was storing for Harper. Harper files a claim with her insurance company for the damage to her belongings. Select your response to the following statement: Harper is covered by the House Removal policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,Disagree.
House Removal,House Removal II,unambiguous_covered,17,pos,da,"Harper's insurance covers damage from ""House Removal,"" which includes ""damage to belongings that occurs while being stored by professional removal contractors."" Harper is moving to a new home on the other side of town. Because her old home has already sold and her new home is not yet ready for her to move in, she checks into a hotel and asks a professional moving company to store some of her belongings at the company warehouse. A couple days before she is set to move in, the warehouse floods, which ruins the items that the movers were storing for Harper. Harper files a claim with her insurance company for the damage to her belongings. Select your response to the following statement: Harper is covered by the House Removal policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,"**Agree.** Harper’s belongings were being stored by professional removal contractors (the moving company) as part of her move, so the flood damage falls within the “House Removal” coverage described."
House Removal,House Removal II,controversial,17,pos,da,"Harper's insurance covers damage from ""House Removal,"" which includes ""damage to belongings that occurs while being stored by professional removal contractors."" Harper is moving to a new home on the other side of town. Because her old home has already sold and her new home is not yet ready for her to move in, she checks into a hotel and asks her cousin Bill -- who owns a moving company -- to store some of her belongings in his personal office. A couple days before she is set to move in, Bill's office floods, which ruins the items that Bill was storing for Harper. Harper files a claim with her insurance company for the damage to her belongings. Select your response to the following statement: Harper is covered by the House Removal policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,"Disagree.

Although Bill owns a moving company, Harper’s belongings were stored informally in his **personal office**, not **stored by professional removal contractors** as part of a professional removal/storage service. That makes the loss outside the policy’s “House Removal” storage coverage."
Identity Theft,Identity Theft I,unambiguous_uncovered,18,pos,da,"Jason has insurance coverage against loss and damage from ""Identity Theft,"" which excludes ""identity theft connected with the policyholder's business."" Jason is a successful car salesman. One day, while Jason is at home, hackers manage to infiltrate the computer network at Jason's car dealership. The hackers steal Jason's social security number and open a number of fraudulent lines of credit in his name. To resolve the fraud, Jason must spend thousands of dollars in legal fees. Jason files a claim with his insurance company for his losses.  Select your response to the following statement: Jason is covered by the Identity Theft policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,"**Disagree.** The identity theft arose from hackers infiltrating the computer network at Jason’s car dealership, making it **connected with his business**, which is expressly excluded under the policy. Final answer is: **Disagree**."
Identity Theft,Identity Theft I,unambiguous_covered,18,pos,da,"Jason has insurance coverage against loss and damage from ""Identity Theft,"" which excludes ""identity theft connected with the policyholder's business."" Jason is a successful car salesman. One day, while Jason is at home, hackers manage to infiltrate Jason's home WiFi network. The hackers steal Jason's social security number and open a number of fraudulent lines of credit in his name. To resolve the fraud, Jason must spend thousands of dollars in legal fees. Jason files a claim with his insurance company for his losses.  Select your response to the following statement: Jason is covered by the Identity Theft policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,"Agree.

The identity theft occurred through Jason’s home WiFi, involved his personal Social Security number, and was used to open fraudulent personal credit accounts. Nothing in the facts indicates the theft was “connected with” his car-sales business, so the business-related exclusion should not apply."
Identity Theft,Identity Theft I,controversial,18,pos,da,"Jason has insurance coverage against loss and damage from ""Identity Theft,"" which excludes ""identity theft connected with the policyholder's business."" Jason is a successful car salesman. One day, while Jason is at home, hackers manage to infiltrate Jason's work laptop via his home WiFi network. The hackers steal Jason's social security number and open a number of fraudulent lines of credit in his name. To resolve the fraud, Jason must spend thousands of dollars in legal fees. Jason files a claim with his insurance company for his losses.  Select your response to the following statement: Jason is covered by the Identity Theft policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,Disagree.
Identity Theft,Identity Theft II,unambiguous_uncovered,19,pos,da,"Jack has insurance coverage against loss and damage from ""Identity Theft,"" which excludes ""identity theft connected with the policyholder's occupation."" Jack is a successful business consultant. One day, while Jack is at home, hackers manage to infiltrate the computer network at Jack's office. The hackers steal Jack's credit card information and make a number of fraudulent purchases in his name. To resolve the fraud, Jack must spend thousands of dollars in legal fees. Jack files a claim with his insurance company for his losses.  Select your response to the following statement: Jack is covered by the Identity Theft policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,"**Disagree.**

Although Jack suffered “Identity Theft,” the theft was **connected with his occupation** because the hackers infiltrated his **office computer network** and stole his credit card information through that work-related system. That triggers the policy’s exclusion for “identity theft connected with the policyholder’s occupation,” so the claim would likely be denied."
Identity Theft,Identity Theft II,unambiguous_covered,19,pos,da,"Jack has insurance coverage against loss and damage from ""Identity Theft,"" which excludes ""identity theft connected with the policyholder's occupation."" Jack is a successful business consultant. One day, while Jack is at home, hackers manage to infiltrate Jack's home WiFi network. The hackers steal Jack's credit card information and make a number of fraudulent purchases in his name. To resolve the fraud, Jack must spend thousands of dollars in legal fees. Jack files a claim with his insurance company for his losses.  Select your response to the following statement: Jack is covered by the Identity Theft policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,Agree.
