title,prompt_type,prompt,version,output,output_text,cum_logprob,Yes_probs,yes_probs,YES_probs,No_probs,no_probs,NO_probs,A_probs,B_probs
Vehicle Theft I,disagreement,"Gisele's car insurance policy includes coverage for ""Vehicle Theft,"" defined as ""loss or damage as a result of theft to the policy holder's car or audio equipment (while in or on the car).""
Gisele, who lives alone, goes on vacation and leaves her car in her home garage. However, surveillance footage captures a masked assailant breaking into Gisele's car and stealing her car stereo. Gisele files a claim with her insurance company for the loss.
Considering just how ""audio equipment"" would be understood by ordinary speakers of English, do you disagree with the following statement: ""Gisele is covered by the insurance""—yes or no? Final answer is:",unambiguous_covered," """," ""No.""
Gisele's car insurance policy includes coverage for ""Vehicle Theft,"" defined as ""loss or damage as a result of theft to the policy holder's car or audio equipment (while in or on the car)."" Gisele, who lives alone, goes on vacation and leaves her car in her",,-2.5792973041534424,-1.8292973041534424,-4.454297065734863,-2.4542973041534424,-2.2667973041534424,-4.954297065734863,-4.891797065734863,-7.329297065734863
Vehicle Theft I,disagreement,"Gisele's car insurance policy includes coverage for ""Vehicle Theft,"" defined as ""loss or damage as a result of theft to the policy holder's car or audio equipment (while in or on the car).""
Gisele, who lives alone, goes on vacation and leaves her car in her home garage. However, surveillance footage captures a masked assailant breaking into Gisele's car and stealing her wireless Bluetooth headset. Gisele files a police report and a claim with her insurance company for her loss. 
Considering just how ""audio equipment"" would be understood by ordinary speakers of English, do you disagree with the following statement: ""Gisele is covered by the insurance""—yes or no? Final answer is:",controversial," """," ""No.""
Gisele's car insurance policy includes coverage for ""Vehicle Theft,"" defined as ""loss or damage as a result of theft to the policy holder's car or audio equipment (while in or on the car)."" Gisele, who lives alone, goes on vacation and leaves her car in her",,-2.5894055366516113,-1.8394056558609009,-4.276905536651611,-2.4019055366516113,-2.4019055366516113,-4.776905536651611,-5.026905536651611,-7.526905536651611
Vehicle Fire II,disagreement,"Gene's car insurance policy includes coverage for ""Vehicle Fire,"" defined as ""loss or damage as a result of fire to the policy holder's car or audio equipment (while in or on the car).""
One day, Gene parks his car next to his home and leaves behind his smartphone, which catches fire later that day due to a defect. Gene notices and manages to extinguish the fire before it totals the car, but not before the fire destroys several hundred dollars in bills that Gene left next to the phone. Gene files a claim with his insurance company for the loss. 
Considering just how ""audio equipment"" would be understood by ordinary speakers of English, do you disagree with the following statement: ""Gene is covered by the insurance""—yes or no? Final answer is:",unambiguous_uncovered, yes," yes.
The insurance company's response: ""We are not aware of any such policy.""
Gene's response: ""I don't know what you mean by 'not aware of any such policy.'""
The insurance company's response: ""We are not aware of any such policy.""
Gene's response: """,,-2.6258084774017334,-1.8133084774017334,-4.6258087158203125,-2.5008084774017334,-2.2508084774017334,-5.1883087158203125,-5.1258087158203125,-8.125808715820312
Vehicle Fire II,disagreement,"Gene's car insurance policy includes coverage for ""Vehicle Fire,"" defined as ""loss or damage as a result of fire to the policy holder's car or audio equipment (while in or on the car).""
One day, Gene parks his car next to his home and leaves behind his smartphone, which catches fire later that day due to a defect. Gene notices and manages to extinguish the fire before it totals the car, but not before the fire spreads to one of his car's stereo speakers, which was adjacent to the phone.  Gene files a claim with his insurance company for the loss. 
Considering just how ""audio equipment"" would be understood by ordinary speakers of English, do you disagree with the following statement: ""Gene is covered by the insurance""—yes or no? Final answer is:",unambiguous_covered, yes," yes.
The insurance company's response: ""We are not aware of any such claim.""
Gene's response: ""I don't know what you mean by 'not aware of any such claim.'""
The insurance company's response: ""We are not aware of any such claim.""
Gene's response: """,,-2.601440906524658,-1.9139407873153687,-4.601440906524658,-2.538940906524658,-2.288940906524658,-5.163940906524658,-5.101440906524658,-8.1014404296875
Vehicle Fire II,disagreement,"Gene's car insurance policy includes coverage for ""Vehicle Fire,"" defined as ""loss or damage as a result of fire to the policy holder's car or audio equipment (while in or on the car).""
One day, Gene parks his car next to his home and leaves behind his smartphone, which catches fire later that day due to a defect. Gene notices and manages to extinguish the fire before it totals the car, but not before the fire spreads to a portable Bluetooth speaker that Gene left next to the phone. Gene files a claim with his insurance company for the loss. 
Considering just how ""audio equipment"" would be understood by ordinary speakers of English, do you disagree with the following statement: ""Gene is covered by the insurance""—yes or no? Final answer is:",controversial, yes," yes.
The insurance company's response: ""We are not aware of any such policy.""
Gene's response: ""I don't know what the policy says.""
The insurance company's response: ""We are not aware of any such policy.""
Gene's response: ""I don't know what the policy",,-2.5742027759552,-1.8242027759552002,-4.636702537536621,-2.5117027759552,-2.2617027759552,-5.261702537536621,-5.074202537536621,-8.136702537536621
Vehicle Fire III,disagreement,"Ken's car insurance policy includes coverage for ""Vehicle Fire,"" defined as ""loss or damage to the policy holder's car as a result of fire, lightning or explosion.""
One day, Ken parks his car next to his home and leaves a smoldering cigarette butt in his car ashtray. The cigarette butt does not catch fire, but it causes significant smoke damage to the car's interior. Ken files a claim with his insurance company for the damage.
Considering just how ""fire damage"" would be understood by ordinary speakers of English, do you disagree with the following statement: ""Ken is covered by the insurance""—yes or no? Final answer is:",unambiguous_uncovered," """," ""No.""
The insurance company's response: ""The insurance company is not aware of any fire damage to the car.""
Ken's response: ""I'm not sure what the insurance company is talking about.""
The insurance company's response: ""The insurance company is not aware of any fire damage to the car",,-2.417064666748047,-1.9170645475387573,-4.542064666748047,-2.354564666748047,-2.292064666748047,-4.917064666748047,-5.167064666748047,-8.229564666748047
Vehicle Fire III,disagreement,"Ken's car insurance policy includes coverage for ""Vehicle Fire,"" defined as ""loss or damage to the policy holder's car as a result of fire, lightning or explosion.""
One day, Ken parks his car next to his home, and while he is out on a jog his neighbor's home catches fire. The fire spreads to Ken's car, which is subsequently destroyed in the blaze. Ken files a claim with his insurance company for the damage. 
Considering just how ""fire damage"" would be understood by ordinary speakers of English, do you disagree with the following statement: ""Ken is covered by the insurance""—yes or no? Final answer is:",unambiguous_covered," """," ""No.""
The insurance company's response: ""We are not aware of any insurance policy that covers vehicle fire.""
Ken's response: ""I don't know what you mean by 'fire damage.'""
The insurance company's response: ""We are not aware of any insurance policy that covers vehicle fire.""
",,-2.4730546474456787,-1.8480546474456787,-4.348054885864258,-2.3480546474456787,-2.2855546474456787,-4.848054885864258,-5.410554885864258,-8.348054885864258
Vehicle Fire III,disagreement,"Ken's car insurance policy includes coverage for ""Vehicle Fire,"" defined as ""loss or damage to the policy holder's car as a result of fire, lightning or explosion.""
One day, Ken parks his car next to his home and leaves behind his smartphone, which catches fire later that day due to a defect. The fire does not spread to the rest of the car, but it causes significant smoke damage to the car's interior. Ken files a claim with his insurance company for the damage.
Considering just how ""fire damage"" would be understood by ordinary speakers of English, do you disagree with the following statement: ""Ken is covered by the insurance""—yes or no? Final answer is:",controversial," """," ""No.""
The insurance company's response: ""The policy holder is not covered by the policy.""
Ken's response: ""I'm not covered by the policy.""
The insurance company's response: ""The policy holder is not covered by the policy.""
Ken's response: ""I'm not covered by",,-2.384357452392578,-1.8843574523925781,-4.696857452392578,-2.446857452392578,-2.259357452392578,-5.259357452392578,-5.321857452392578,-8.384357452392578
Vehicle Theft IV,disagreement,"Hunter's car insurance policy includes coverage for ""Vehicle Theft,"" defined as ""loss or damage as a result of theft to the policy holder's car or car accessories (while in or on the car).""
Hunter, who lives alone, goes on vacation and leaves his car in his home garage. However, surveillance footage captures a masked assailant breaking into his car and stealing several hundred dollars in bills that Hunter left in the car. Hunter files a claim with his insurance company for the loss. 
Considering just how ""accessory"" would be understood by ordinary speakers of English, do you disagree with the following statement: ""Hunter is covered by the insurance""—yes or no? Final answer is:",unambiguous_uncovered," """," ""No.""
Hunter's car insurance policy includes coverage for ""Vehicle Theft,"" defined as ""loss or damage as a result of theft to the policy holder's car or car accessories (while in or on the car)."" Hunter, who lives alone, goes on vacation and leaves his car in his home garage. However",,-2.5837578773498535,-1.771257758140564,-4.5212578773498535,-2.5837578773498535,-2.3962578773498535,-5.2087578773498535,-5.1462578773498535,-8.083757400512695
Vehicle Theft IV,disagreement,"Hunter's car insurance policy includes coverage for ""Vehicle Theft,"" defined as ""loss or damage as a result of theft to the policy holder's car or car accessories (while in or on the car).""
Hunter, who lives alone, goes on vacation and leaves his car in his home garage. However, surveillance footage captures a masked assailant breaking into his car and stealing Hunter's very high-end seat covers. Hunter files a claim with his insurance company for the loss. 
Considering just how ""accessory"" would be understood by ordinary speakers of English, do you disagree with the following statement: ""Hunter is covered by the insurance""—yes or no? Final answer is:",unambiguous_covered," """," ""No.""
Hunter's car insurance policy includes coverage for ""Vehicle Theft,"" defined as ""loss or damage as a result of theft to the policy holder's car or car accessories (while in or on the car)."" Hunter, who lives alone, goes on vacation and leaves his car in his home garage. However",,-2.6245484352111816,-1.8120485544204712,-4.499548435211182,-2.5620484352111816,-2.3745484352111816,-5.124548435211182,-5.187048435211182,-8.06204891204834
Vehicle Theft IV,disagreement,"Hunter's car insurance policy includes coverage for ""Vehicle Theft,"" defined as ""loss or damage as a result of theft to the policy holder's car or car accessories (while in or on the car).""
Hunter, who lives alone, goes on vacation and leaves his car in his home garage. However, surveillance footage captures a masked assailant breaking into his car and stealing a smartphone that Hunter leaves in the car for navigation and to play music. Hunter files a claim with his insurance company for the loss. 
Considering just how ""accessory"" would be understood by ordinary speakers of English, do you disagree with the following statement: ""Hunter is covered by the insurance""—yes or no? Final answer is:",controversial," """," ""No.""
Hunter's car insurance policy includes coverage for ""Vehicle Theft,"" defined as ""loss or damage as a result of theft to the policy holder's car or car accessories (while in or on the car)."" Hunter, who lives alone, goes on vacation and leaves his car in his home garage. However",,-2.5135855674743652,-1.7635855674743652,-4.513585567474365,-2.5760855674743652,-2.4510855674743652,-5.263585567474365,-5.201085567474365,-8.138586044311523
Vehicle Theft V,disagreement,"Dillon's car insurance policy includes coverage for ""Vehicle Theft,"" which excludes ""loss or damage caused by theft or attempted theft if your car was taken by a member of your family or household, or taken by an employee or ex-employee.""
Dillon, who employs a part-time personal assistant, goes on vacation and leaves his car in his home garage. However, surveillance footage captures his personal assistant breaking into his car and driving away. Dillon files a claim with his insurance company for the loss. 
Considering just how ""family or employee"" would be understood by ordinary speakers of English, do you disagree with the following statement: ""Dillon is covered by the insurance""—yes or no? Final answer is:",unambiguous_uncovered," """," ""No.""
Dillon's insurance policy does not cover the loss of his car, but it does cover the loss of his personal assistant.
Dillon's insurance policy does not cover the loss of his personal assistant, but it does cover the loss of his car.
Dillon's insurance policy does not cover",,-2.495342254638672,-1.8703423738479614,-4.620342254638672,-2.557842254638672,-2.432842254638672,-4.807842254638672,-5.120342254638672,-8.182842254638672
Vehicle Theft V,disagreement,"Dillon's car insurance policy includes coverage for ""Vehicle Theft,"" which excludes ""loss or damage caused by theft or attempted theft if your car was taken by a member of your family or household, or taken by an employee or ex-employee.""
Dillon, who lives alone, goes on vacation and leaves his car in his home garage. However, surveillance footage captures an unfamiliar man breaking into his car and driving away. Dillon files a claim with his insurance company for the loss. 
Considering just how ""family or employee"" would be understood by ordinary speakers of English, do you disagree with the following statement: ""Dillon is covered by the insurance""—yes or no? Final answer is:",unambiguous_covered," """," ""No.""
Dillon's car insurance policy includes coverage for ""Vehicle Theft,"" which excludes ""loss or damage caused by theft or attempted theft if your car was taken by a member of your family or household, or taken by an employee or ex-employee.""
Dillon, who lives alone, goes",,-2.4689114093780518,-1.9064114093780518,-4.718911170959473,-2.5939114093780518,-2.4689114093780518,-5.031411170959473,-5.156411170959473,-8.218911170959473
Vehicle Theft V,disagreement,"Dillon's car insurance policy includes coverage for ""Vehicle Theft,"" which excludes ""loss or damage caused by theft or attempted theft if your car was taken by a member of your family or household, or taken by an employee or ex-employee.""
Dillon, who has been separated from his wife for over two years, goes to work one day and parks his car in the garage. However, surveillance footage captures his estranged wife breaking into his car and driving away. Dillon files a claim with his insurance company for the loss. 
Considering just how ""family or employee"" would be understood by ordinary speakers of English, do you disagree with the following statement: ""Dillon is covered by the insurance""—yes or no? Final answer is:",controversial," """," ""No.""
Dillon's insurance policy includes coverage for ""Vehicle Theft,"" which excludes ""loss or damage caused by theft or attempted theft if your car was taken by a member of your family or household, or taken by an employee or ex-employee.""
Dillon, who has been separated from his",,-2.4894134998321533,-1.8644134998321533,-4.426913261413574,-2.6144134998321533,-2.4269134998321533,-4.676913261413574,-5.176913261413574,-8.176913261413574
Vehicle Theft VI,disagreement,"Cooper's car insurance policy includes coverage for ""Vehicle Theft,"" which applies only if ""the policyholder's car contains a working GPS tracking device.""
Cooper, who doesn't keep a GPS tracking device in his car, goes on vacation and leaves his car in his home garage. However, surveillance footage captures a masked assailant breaking into his car and driving away. Cooper files a claim with his insurance company for the loss. 
Considering just how ""tracking device"" would be understood by ordinary speakers of English, do you disagree with the following statement: ""Cooper is covered by the insurance""—yes or no? Final answer is:",unambiguous_uncovered," """," ""No.""
The insurance company's response: ""We are not aware of any insurance policy that covers theft of a GPS tracking device.""
Cooper's response: ""I don't know what insurance policy covers theft of a GPS tracking device.""
Cooper's response: ""I don't know what insurance policy",,-2.4801535606384277,-1.7301534414291382,-5.417653560638428,-2.4801535606384277,-2.3551535606384277,-5.355153560638428,-5.230153560638428,-8.23015308380127
Vehicle Theft VI,disagreement,"Cooper's car insurance policy includes coverage for ""Vehicle Theft,"" which applies only if ""the policyholder's car contains a working GPS tracking device.""
Cooper, who keeps a GPS tracking device in his car, goes on vacation and leaves his car in his home garage. However, surveillance footage captures a masked assailant breaking into his car and driving away. Cooper files a claim with his insurance company for the loss. 
Considering just how ""tracking device"" would be understood by ordinary speakers of English, do you disagree with the following statement: ""Cooper is covered by the insurance""—yes or no? Final answer is:",unambiguous_covered, yes," yes.
The insurance company's response: ""We are not aware of any insurance policy that covers theft of a GPS tracking device.""
Cooper's response: ""I don't know what insurance policy covers theft of a GPS tracking device.""
Cooper's response: ""I don't know what insurance policy covers",,-2.458125352859497,-1.708125352859497,-5.333125114440918,-2.458125352859497,-2.333125352859497,-5.270625114440918,-5.270625114440918,-8.208125114440918
Vehicle Theft VI,disagreement,"Cooper's car insurance policy includes coverage for ""Vehicle Theft,"" which applies only if ""the policyholder's car contains a working GPS tracking device.""
Cooper, who keeps a GPS-tracked smartphone in his car to play music and for navigation, goes on vacation and leaves his car in his home garage. However, surveillance footage captures a masked assailant breaking into his car and driving away. Cooper files a claim with his insurance company for the loss. 
Considering just how ""tracking device"" would be understood by ordinary speakers of English, do you disagree with the following statement: ""Cooper is covered by the insurance""—yes or no? Final answer is:",controversial," """," ""No.""
The insurance company's response: ""We are not aware of any insurance policy that covers theft of a GPS device.""
Cooper's response: ""I don't know what insurance policy covers theft of a GPS device.""
Cooper's response: ""I don't know what insurance policy covers theft",,-2.497105360031128,-1.747105360031128,-5.434605598449707,-2.434605360031128,-2.434605360031128,-5.434605598449707,-5.184605598449707,-8.184605598449707
Vehicle Glass I,disagreement,"Ahmad's car insurance policy includes coverage for ""Vehicle Glass"" damage, defined as ""broken glass in the car's windows or windshield.""
Ahmad drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is parked in the lot, a baseball from a nearby little league game hits his car's front windshield. When he returns, he discovers a baseball near the car, and that the windshield appears fully intact save for a minor cosmetic scratch. Ahmad files a claim with his insurance company for the damage. 
Considering just how ""broken glass"" would be understood by ordinary speakers of English, do you disagree with the following statement: ""Ahmad is covered by the insurance""—yes or no? Final answer is:",unambiguous_uncovered, yes," yes.
Ahmad's car insurance policy includes coverage for ""Vehicle Glass"" damage, defined as ""broken glass in the car's windows or windshield."" Ahmad drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is parked in the lot, a baseball from a nearby little",,-2.352494955062866,-1.6024949550628662,-4.477495193481445,-2.602494955062866,-2.352494955062866,-5.227495193481445,-5.039995193481445,-8.227495193481445
Vehicle Glass I,disagreement,"Ahmad's car insurance policy includes coverage for ""Vehicle Glass"" damage, defined as ""broken glass in the car's windows or windshield.""
Ahmad drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is parked in the lot, a baseball from a nearby little league game hits his car's front windshield. When he returns, he discovers the baseball on his windshield, which has been shattered beyond repair. Ahmad files a claim with his insurance company for the damage.
Considering just how ""broken glass"" would be understood by ordinary speakers of English, do you disagree with the following statement: ""Ahmad is covered by the insurance""—yes or no? Final answer is:",unambiguous_covered, yes," yes.
The insurance company's response: ""Ahmad is not covered by the insurance.""
Ahmad's car insurance policy includes coverage for ""Vehicle Glass"" damage, defined as ""broken glass in the car's windows or windshield.""
Ahmad drives a convertible Porsche and parks his car one day in an",,-2.2882802486419678,-1.6007802486419678,-4.725780487060547,-2.6632802486419678,-2.3507802486419678,-5.663280487060547,-4.913280487060547,-8.225780487060547
Vehicle Glass I,disagreement,"Ahmad's car insurance policy includes coverage for ""Vehicle Glass"" damage, defined as ""broken glass in the car's windows or windshield.""
Ahmad drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is parked in the lot, a baseball from a nearby little league game hits his car's front windshield. When he returns, he discovers a baseball near the car, and that the windshield appears chipped but otherwise functional and intact. Ahmad files a claim with his insurance company for the damage. 
Considering just how ""broken glass"" would be understood by ordinary speakers of English, do you disagree with the following statement: ""Ahmad is covered by the insurance""—yes or no? Final answer is:",controversial, yes," yes.
Ahmad's insurance policy includes coverage for ""Vehicle Glass"" damage, defined as ""broken glass in the car's windows or windshield."" Ahmad drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is parked in the lot, a baseball from a nearby little league",,-2.3349437713623047,-1.5849438905715942,-4.522443771362305,-2.6474437713623047,-2.3974437713623047,-5.334943771362305,-5.022443771362305,-8.272443771362305
Vehicle Glass II,disagreement,"Aneesh's car insurance policy includes coverage for ""Vehicle Glass"" damage, defined as ""broken glass, and any scratching to the bodywork caused solely and directly by broken glass.""
Aneesh drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is parked in the lot, a baseball from a nearby little league game hits his car's front hood. When he returns, he discovers that the hood has been severely damaged. Aneesh files a claim with his insurance company for the damage. 
Considering just how ""glass"" would be understood by ordinary speakers of English, do you disagree with the following statement: ""Aneesh is covered by the insurance""—yes or no? Final answer is:",unambiguous_uncovered, yes," yes.
Aneesh's car insurance policy includes coverage for ""Vehicle Glass"" damage, defined as ""broken glass, and any scratching to the bodywork caused solely and directly by broken glass."" Aneesh drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is",,-2.2986104488372803,-1.6111104488372803,-4.361110687255859,-2.4861104488372803,-2.4236104488372803,-4.986110687255859,-4.298610687255859,-7.798610687255859
Vehicle Glass II,disagreement,"Aneesh's car insurance policy includes coverage for ""Vehicle Glass"" damage, defined as ""broken glass, and any scratching to the bodywork caused solely and directly by broken glass.""
Aneesh drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is parked in the lot, a baseball from a nearby little league game hits his car's front windshield. When he returns, he discovers that the windshield has been severely damaged and that broken shards from the windshield managed to leave scratches on the car. Aneesh files a claim with his insurance company for the damage. 
Considering just how ""glass"" would be understood by ordinary speakers of English, do you disagree with the following statement: ""Aneesh is covered by the insurance""—yes or no? Final answer is:",unambiguous_covered, yes," yes.
Aneesh's car insurance policy includes coverage for ""Vehicle Glass"" damage, defined as ""broken glass, and any scratching to the bodywork caused solely and directly by broken glass."" Aneesh drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is",,-2.3463196754455566,-1.5963196754455566,-4.471319675445557,-2.4713196754455566,-2.4088196754455566,-4.971319675445557,-4.283819675445557,-7.846319675445557
Vehicle Glass II,disagreement,"Aneesh's car insurance policy includes coverage for ""Vehicle Glass"" damage, defined as ""broken glass, and any scratching to the bodywork caused solely and directly by broken glass.""
Aneesh drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is parked in the lot, a baseball from a nearby little league game hits one of his car's side mirrors. When he returns, he discovers that the side mirror has been severely damaged and that broken shards from the side mirror managed to leave scratches on the car. Aneesh files a claim with his insurance company for the damage.
Considering just how ""glass"" would be understood by ordinary speakers of English, do you disagree with the following statement: ""Aneesh is covered by the insurance""—yes or no? Final answer is:",controversial, yes," yes.
Aneesh's car insurance policy includes coverage for ""Vehicle Glass"" damage, defined as ""broken glass, and any scratching to the bodywork caused solely and directly by broken glass."" Aneesh drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is",,-2.215043067932129,-1.5900429487228394,-4.402543067932129,-2.527543067932129,-2.340043067932129,-5.090043067932129,-4.090043067932129,-7.652543067932129
Emergency Damages I,disagreement_negation,"Joanne's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency or perceived emergency involving the policyholder.""
Late one night, Joanne hears loud crashing noises coming from another room in her home and knows it is just her two dogs playing together. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Joanne heard were indeed from her dogs; Joanne just wanted help subduing the dogs. Joanne files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""perceived emergency"" would be understood by ordinary speakers of English, do you disagree with the following statement: ""Joanne is not covered by the insurance""—yes or no? Final answer is:",unambiguous_uncovered," """," ""No.""
Joanne's insurance company, however, does cover her dogs, and she is not covered by her policy.
Joanne's insurance company, however, does cover her dogs, and she is not covered by her policy.
Joanne's insurance company, however, does cover her dogs, and",,-2.501279830932617,-2.063779830932617,-5.126279830932617,-2.438779830932617,-2.376279830932617,-5.251279830932617,-4.751279830932617,-7.938779830932617
Emergency Damages I,disagreement_negation,"Joanne's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency or perceived emergency involving the policyholder.""
Late one night, Joanne hears loud crashing noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Joanne heard were indeed from a burglar, whom the police promptly arrest. Joanne files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""perceived emergency"" would be understood by ordinary speakers of English, do you disagree with the following statement: ""Joanne is not covered by the insurance""—yes or no? Final answer is:",unambiguous_covered," """," ""No.""
Joanne's insurance company, however, does cover her for the damage caused by the forced entry. The policyholder's home is not the only home that the policyholder's insurance company is covering. The policyholder's home is also the home of the policyholder's spouse, children, and parents",,-2.5775716304779053,-2.0775716304779053,-5.265071868896484,-2.4525716304779053,-2.3275716304779053,-5.327571868896484,-4.765071868896484,-7.952571868896484
Emergency Damages I,disagreement_negation,"Joanne's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency or perceived emergency involving the policyholder.""
Late one night, Joanne hears loud crashing noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that Joanne is experiencing mild paranoia after having recently watched a movie that involved a home burglary. Joanne files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""perceived emergency"" would be understood by ordinary speakers of English, do you disagree with the following statement: ""Joanne is not covered by the insurance""—yes or no? Final answer is:",controversial," """," ""No.""
The insurance company's response to Joanne's claim is to deny the claim. The insurance company's response to Joanne's claim is to deny the claim.
Joanne's insurance company is not a ""public agency"" under the Fair Labor Standards Act. The insurance company is not a ""public",,-2.525364875793457,-2.025364875793457,-5.212864875793457,-2.462864875793457,-2.337864875793457,-5.400364875793457,-4.775364875793457,-7.962864875793457
Emergency Damages II,disagreement_negation,"Salma's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency involving the policyholder.""
Late one night, Salma hears noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she calls her friend Sam, an accountant, who makes a forced entry into her home to assess the situation. It turns out that the noises Salma heard were indeed from a burglar, whom Sam manages to chase away. Salma files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""first responder"" would be understood by ordinary speakers of English, do you disagree with the following statement: ""Salma is not covered by the insurance""—yes or no? Final answer is:",unambiguous_uncovered," """," ""No.""
The insurance company's response to Salma's claim is that she is not covered by the policy because she is a ""first responder."" The insurance company's response to Salma's claim is that she is not covered by the policy because she is a ""first responder.""
The insurance company",,-2.7196462154388428,-1.9696462154388428,-5.594646453857422,-2.6571462154388428,-2.1571462154388428,-5.782146453857422,-5.157146453857422,-8.094646453857422
Emergency Damages II,disagreement_negation,"Salma's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency involving the policyholder.""
Late one night, Salma hears noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Salma heard were indeed from a burglar, whom the police promptly arrest. Salma files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""first responder"" would be understood by ordinary speakers of English, do you disagree with the following statement: ""Salma is not covered by the insurance""—yes or no? Final answer is:",unambiguous_covered," """," ""No.""
The insurance company's response to Salma's claim is that she is not covered by the policy because she is a ""first responder."" The insurance company's response to Salma's claim is that she is not covered by the policy because she is a ""first responder.""
The insurance company",,-2.750875949859619,-2.063375949859619,-5.625875949859619,-2.625875949859619,-2.125875949859619,-5.688375949859619,-5.125875949859619,-8.063376426696777
Emergency Damages II,disagreement_negation,"Salma's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency involving the policyholder.""
Late one night, Salma hears noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she calls her friend Sam, an off-duty firefighter, who makes a forced entry into her home to assess the situation. It turns out that the noises Salma heard were indeed from a burglar, whom Sam manages to chase away. Salma files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""first responder"" would be understood by ordinary speakers of English, do you disagree with the following statement: ""Salma is not covered by the insurance""—yes or no? Final answer is:",controversial," """," ""No.""
The insurance company's response to Salma's claim is that she is not covered by the policy because she is a ""first responder."" The insurance company's response to Salma's claim is that she is not covered by the policy because she is a ""first responder.""
The insurance company",,-2.688225269317627,-2.000725269317627,-5.625725269317627,-2.688225269317627,-2.125725269317627,-5.813225269317627,-5.125725269317627,-8.063225746154785
Escape of Oil I,disagreement_negation,"Madison has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
As Madison is carrying kerosene oil through her kitchen one afternoon, she slips and spills the oil, damaging her hardwood floors. Madison files a claim with her insurance company for the damage.
Considering just how ""leaking"" would be understood by ordinary speakers of English, do you disagree with the following statement: ""Madison is not covered by the insurance""—yes or no? Final answer is:",unambiguous_uncovered," """," ""No.""
The insurance company's response: ""Madison is not covered by the insurance.""
Madison's insurance company is correct. Madison is not covered by the insurance.
The insurance company's response: ""Madison is not covered by the insurance.""
Madison's insurance company is correct. Madison is not covered by",,-2.389698028564453,-1.7646980285644531,-5.077198028564453,-2.577198028564453,-2.389698028564453,-6.014698028564453,-5.139698028564453,-8.077198028564453
Escape of Oil I,disagreement_negation,"Madison has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
As Madison is walking through her kitchen one afternoon, she notices oil dripping from her heater into a puddle, which is damaging her hardwood floors. Madison files a claim with her insurance company for the damage.
Considering just how ""leaking"" would be understood by ordinary speakers of English, do you disagree with the following statement: ""Madison is not covered by the insurance""—yes or no? Final answer is:",unambiguous_covered," """," ""No.""
The insurance company's response: ""Madison is not covered by the insurance.""
Madison's insurance company is correct. Madison is not covered by the insurance.
The insurance company's response: ""Madison is not covered by the insurance.""
Madison's insurance company is correct. Madison is not covered by",,-2.3291282653808594,-1.8291282653808594,-5.079128265380859,-2.5791282653808594,-2.4541282653808594,-5.954128265380859,-5.141628265380859,-8.14162826538086
